2.60000000,10,10,0.00010574
3.05600000,100,10,0.00909365
3.11760000,1000,10,0.00056202
3.14344000,10000,10,0.00570028
2.77600000,10,100,0.00030193
3.09120000,100,100,0.00087111
3.14064000,1000,100,0.00688440
3.14253600,10000,100,0.06457003
2.81920000,10,1000,0.00105963
3.11264000,100,1000,0.00663659
3.13974000,1000,1000,0.06176465
3.14194160,10000,1000,0.52143448
2.83044000,10,10000,0.00846326
3.11161600,100,10000,0.05693355
3.13910960,1000,10000,0.52866356
3.14143352,10000,10000,4.42428771
