2.60000000,10,10,0.00011290
3.05600000,100,10,0.00680473
3.11760000,1000,10,0.00168202
3.14344000,10000,10,0.00798802
2.77600000,10,100,0.00057383
3.09120000,100,100,0.00175696
3.14064000,1000,100,0.00728277
3.14253600,10000,100,0.08456193
2.81920000,10,1000,0.00212181
3.11264000,100,1000,0.00743013
3.13974000,1000,1000,0.07669801
3.14194160,10000,1000,0.87095021
2.83044000,10,10000,0.02508147
3.11161600,100,10000,0.07516791
3.13910960,1000,10000,0.62417748
3.14143352,10000,10000,5.74197408
