2.60000000,10,10,0.00001431
3.05600000,100,10,0.00006245
3.11760000,1000,10,0.00053121
3.14344000,10000,10,0.00510484
2.77600000,10,100,0.00006294
3.09120000,100,100,0.00050426
3.14064000,1000,100,0.00518351
3.14253600,10000,100,0.05113797
2.81920000,10,1000,0.00053701
3.11264000,100,1000,0.00520493
3.13974000,1000,1000,0.05152772
3.14194160,10000,1000,0.43264311
2.83044000,10,10000,0.00542534
3.11161600,100,10000,0.04546599
3.13910960,1000,10000,0.41277470
3.14143352,10000,10000,4.11187671
